FULL_ADDRESS,STREET,CITY,ZIP,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"5431 B ST SE, WASHINGTON DC, 20019","5431 B ST SE"," WASHINGTON DC"," 20019",38.885518,-76.922305,1,rooftop,"5431 B St SE",,"Washington, DC 20019",5431,"B St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1514 16TH ST SE, WASHINGTON DC, 20020","1514 16TH ST SE"," WASHINGTON DC"," 20020",38.870897,-76.98196,1,rooftop,"1514 16th St SE",,"Washington, DC 20020",1514,"16th St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"800 RIDGE RD SE, WASHINGTON DC, 20019","800 RIDGE RD SE"," WASHINGTON DC"," 20019",38.877776,-76.943298,1,rooftop,"800 Ridge Rd SE",,"Washington, DC 20019",800,"Ridge Rd SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4428 NEW HAMPSHIRE AVE NW, WASHINGTON DC, 20011","4428 NEW HAMPSHIRE AVE NW"," WASHINGTON DC"," 20011",38.945061,-77.018144,1,rooftop,"4428 New Hampshire Ave NW",,"Washington, DC 20011",4428,"New Hampshire Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"4058 MANSION DR NW, WASHINGTON DC, 20007","4058 MANSION DR NW"," WASHINGTON DC"," 20007",38.916396,-77.079853,1,rooftop,"4058 Mansion Dr NW",,"Washington, DC 20007",4058,"Mansion Dr NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"2018 TRENTON PL SE, WASHINGTON DC, 20020","2018 TRENTON PL SE"," WASHINGTON DC"," 20020",38.84556,-76.974605,1,rooftop,"2018 Trenton Pl SE",,"Washington, DC 20020",2018,"Trenton Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"1433 JUNIPER ST NW, WASHINGTON DC, 20012","1433 JUNIPER ST NW"," WASHINGTON DC"," 20012",38.983425,-77.03506,1,rooftop,"1433 Juniper St NW",,"Washington, DC 20012",1433,"Juniper St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"4717 BROOKS ST NE, WASHINGTON DC, 20019","4717 BROOKS ST NE"," WASHINGTON DC"," 20019",38.892636,-76.934254,1,rooftop,"4717 Brooks St NE",,"Washington, DC 20019",4717,"Brooks St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"3375 BROTHERS PL SE, WASHINGTON DC, 20032","3375 BROTHERS PL SE"," WASHINGTON DC"," 20032",38.842044,-77.004625,1,rooftop,"3375 Brothers Pl SE",,"Washington, DC 20032",3375,"Brothers Pl SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"513 INGRAHAM ST NW, WASHINGTON DC, 20011","513 INGRAHAM ST NW"," WASHINGTON DC"," 20011",38.954487,-77.020503,1,rooftop,"513 Ingraham St NW",,"Washington, DC 20011",513,"Ingraham St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"5009 ASTOR PL SE, WASHINGTON DC, 20019","5009 ASTOR PL SE"," WASHINGTON DC"," 20019",38.887056,-76.929575,1,rooftop,"5009 Astor Pl SE",,"Washington, DC 20019",5009,"Astor Pl SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"112 7TH ST SE, WASHINGTON DC, 20003","112 7TH ST SE"," WASHINGTON DC"," 20003",38.888302,-76.995946,1,rooftop,"112 7th St SE",,"Washington, DC 20003",112,"7th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"2609 RANDOLPH ST NE, WASHINGTON DC, 20018","2609 RANDOLPH ST NE"," WASHINGTON DC"," 20018",38.937546,-76.969697,1,rooftop,"2609 Randolph St NE",,"Washington, DC 20018",2609,"Randolph St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"4201 4TH ST NW, WASHINGTON DC, 20011","4201 4TH ST NW"," WASHINGTON DC"," 20011",38.942275,-77.016885,1,rooftop,"4201 4th St NW",,"Washington, DC 20011",4201,"4th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2017 TREMONT ST SE, WASHINGTON DC, 20020","2017 TREMONT ST SE"," WASHINGTON DC"," 20020",38.845782,-76.974719,1,rooftop,"2017 Tremont St SE",,"Washington, DC 20020",2017,"Tremont St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"1809 SHEPHERD ST NW, WASHINGTON DC, 20011","1809 SHEPHERD ST NW"," WASHINGTON DC"," 20011",38.93998,-77.041858,1,rooftop,"1809 Shepherd St NW",,"Washington, DC 20011",1809,"Shepherd St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1704 GAINESVILLE ST SE, WASHINGTON DC, 20020","1704 GAINESVILLE ST SE"," WASHINGTON DC"," 20020",38.855406,-76.980458,1,rooftop,"1704 Gainesville St SE",,"Washington, DC 20020",1704,"Gainesville St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"229 1/2 9TH ST NE","229 1/2 9TH ST NE",,,38.892742,-76.993561,1,rooftop,"229 1/2 9th St NE",,"Washington, DC 20002","229 1/2","9th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1807 BRUCE PL SE, WASHINGTON DC, 20020","1807 BRUCE PL SE"," WASHINGTON DC"," 20020",38.850837,-76.97979,1,rooftop,"1807 Bruce Pl SE",,"Washington, DC 20020",1807,"Bruce Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"27 15TH ST NE, WASHINGTON DC, 20002","27 15TH ST NE"," WASHINGTON DC"," 20002",38.890679,-76.983431,1,rooftop,"27 15th St NE",,"Washington, DC 20002",27,"15th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1401 FRANKLIN ST NE, WASHINGTON DC, 20018","1401 FRANKLIN ST NE"," WASHINGTON DC"," 20018",38.925532,-76.985559,1,rooftop,"1401 Franklin St NE",,"Washington, DC 20018",1401,"Franklin St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"1708 NEW JERSEY AVE NW, WASHINGTON DC, 20001","1708 NEW JERSEY AVE NW"," WASHINGTON DC"," 20001",38.912932,-77.01785,1,rooftop,"1708 New Jersey Ave NW",,"Washington, DC 20001",1708,"New Jersey Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"511 FLORIDA AVE NE, WASHINGTON DC, 20002","511 FLORIDA AVE NE"," WASHINGTON DC"," 20002",38.906321,-76.999061,1,rooftop,"511 Florida Ave NE",,"Washington, DC 20002",511,"Florida Ave NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"5134 CATHEDRAL AVE NW, WASHINGTON DC, 20016","5134 CATHEDRAL AVE NW"," WASHINGTON DC"," 20016",38.930015,-77.104631,1,rooftop,"5134 Cathedral Ave NW",,"Washington, DC 20016",5134,"Cathedral Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"6105 CLAY ST NE, WASHINGTON DC, 20019","6105 CLAY ST NE"," WASHINGTON DC"," 20019",38.892668,-76.913265,1,rooftop,"6105 Clay St NE",,"Washington, DC 20019",6105,"Clay St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"5408 GALENA PL NW, WASHINGTON DC, 20016","5408 GALENA PL NW"," WASHINGTON DC"," 20016",38.927803,-77.10699,1,rooftop,"5408 Galena Pl NW",,"Washington, DC 20016",5408,"Galena Pl NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"527 6TH ST SE, WASHINGTON DC, 20003","527 6TH ST SE"," WASHINGTON DC"," 20003",38.881875,-76.99867,1,rooftop,"527 6th St SE",,"Washington, DC 20003",527,"6th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"4346 CHAPLIN ST SE, WASHINGTON DC, 20019","4346 CHAPLIN ST SE"," WASHINGTON DC"," 20019",38.881924,-76.940305,1,rooftop,"4346 Chaplin St SE",,"Washington, DC 20019",4346,"Chaplin St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1642 FORT DAVIS PL SE, WASHINGTON DC, 20020","1642 FORT DAVIS PL SE"," WASHINGTON DC"," 20020",38.866274,-76.947563,1,rooftop,"1642 Ft Davis Pl SE",,"Washington, DC 20020",1642,"Ft Davis Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"3558 11TH ST NW, WASHINGTON DC, 20010","3558 11TH ST NW"," WASHINGTON DC"," 20010",38.934118,-77.028797,1,rooftop,"3558 11th St NW",,"Washington, DC 20010",3558,"11th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"4522 EASTERN AVE NE, WASHINGTON DC, 20018","4522 EASTERN AVE NE"," WASHINGTON DC"," 20018",38.944907,-76.976683,1,rooftop,"4522 Eastern Ave NE",,"Washington, DC 20018",4522,"Eastern Ave NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"3003 CHANCELLOR'S WAY NE, WASHINGTON DC, 20017","3003 CHANCELLOR'S WAY NE"," WASHINGTON DC"," 20017",38.927632,-76.997565,1,rooftop,"3003 Chancellor's Way NE",,"Washington, DC 20017",3003,"Chancellor's Way NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"4330 D ST SE, WASHINGTON DC, 20019","4330 D ST SE"," WASHINGTON DC"," 20019",38.88509,-76.942932,1,rooftop,"4330 D St SE",,"Washington, DC 20019",4330,"D St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1328 DOWNING ST NE, WASHINGTON DC, 20018","1328 DOWNING ST NE"," WASHINGTON DC"," 20018",38.920268,-76.986347,1,rooftop,"1328 Downing St NE",,"Washington, DC 20018",1328,"Downing St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"418 INGRAHAM ST NW, WASHINGTON DC, 20011","418 INGRAHAM ST NW"," WASHINGTON DC"," 20011",38.954155,-77.018481,1,rooftop,"418 Ingraham St NW",,"Washington, DC 20011",418,"Ingraham St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1344 GIRARD ST NW, WASHINGTON DC, 20009","1344 GIRARD ST NW"," WASHINGTON DC"," 20009",38.925501,-77.031327,1,rooftop,"1344 Girard St NW",,"Washington, DC 20009",1344,"Girard St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"715 VAN BUREN ST NW, WASHINGTON DC, 20012","715 VAN BUREN ST NW"," WASHINGTON DC"," 20012",38.970153,-77.023508,1,rooftop,"715 Van Buren St NW",,"Washington, DC 20012",715,"Van Buren St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"410 RITTENHOUSE ST NW, WASHINGTON DC, 20011","410 RITTENHOUSE ST NW"," WASHINGTON DC"," 20011",38.964763,-77.018824,1,rooftop,"410 Rittenhouse St NW",,"Washington, DC 20011",410,"Rittenhouse St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2804 33RD ST SE, WASHINGTON DC, 20020","2804 33RD ST SE"," WASHINGTON DC"," 20020",38.856122,-76.959949,1,rooftop,"2804 33rd St SE",,"Washington, DC 20020",2804,"33rd St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"3534 POPE ST SE, WASHINGTON DC, 20020","3534 POPE ST SE"," WASHINGTON DC"," 20020",38.871434,-76.953748,1,rooftop,"3534 Pope St SE",,"Washington, DC 20020",3534,"Pope St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"6114 BANKS PL NE, WASHINGTON DC, 20019","6114 BANKS PL NE"," WASHINGTON DC"," 20019",38.892133,-76.913192,1,rooftop,"6114 Banks Pl NE",,"Washington, DC 20019",6114,"Banks Pl NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4252 BROOKS ST NE, WASHINGTON DC, 20019","4252 BROOKS ST NE"," WASHINGTON DC"," 20019",38.893701,-76.939915,1,rooftop,"4252 Brooks St NE",,"Washington, DC 20019",4252,"Brooks St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4575 BLAINE ST NE, WASHINGTON DC, 20019","4575 BLAINE ST NE"," WASHINGTON DC"," 20019",38.891656,-76.937086,1,rooftop,"4575 Blaine St NE",,"Washington, DC 20019",4575,"Blaine St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"721 FERN PL NW, WASHINGTON DC, 20012","721 FERN PL NW"," WASHINGTON DC"," 20012",38.978493,-77.023579,1,rooftop,"721 Fern Pl NW",,"Washington, DC 20012",721,"Fern Pl NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"4943 BUTTERWORTH PL NW, WASHINGTON DC, 20016","4943 BUTTERWORTH PL NW"," WASHINGTON DC"," 20016",38.949026,-77.098812,1,rooftop,"4943 Butterworth Pl NW",,"Washington, DC 20016",4943,"Butterworth Pl NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"4106 ARKANSAS AVE NW, WASHINGTON DC, 20011","4106 ARKANSAS AVE NW"," WASHINGTON DC"," 20011",38.940781,-77.035283,1,rooftop,"4106 Arkansas Ave NW",,"Washington, DC 20011",4106,"Arkansas Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"4739 BROOKS ST NE, WASHINGTON DC, 20019","4739 BROOKS ST NE"," WASHINGTON DC"," 20019",38.892548,-76.93362,1,rooftop,"4739 Brooks St NE",,"Washington, DC 20019",4739,"Brooks St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1805 QUINCY ST NW, WASHINGTON DC, 20011","1805 QUINCY ST NW"," WASHINGTON DC"," 20011",38.938226,-77.042129,1,rooftop,"1805 Quincy St NW",,"Washington, DC 20011",1805,"Quincy St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3612 LEGATION ST NW, WASHINGTON DC, 20015","3612 LEGATION ST NW"," WASHINGTON DC"," 20015",38.96186,-77.070346,1,rooftop,"3612 Legation St NW",,"Washington, DC 20015",3612,"Legation St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"310 CAPE DR SE, WASHINGTON DC, 20019","310 CAPE DR SE"," WASHINGTON DC"," 20019",38.886872,-76.947704,1,rooftop,"310 Cape Dr SE",,"Washington, DC 20019",310,"Cape Dr SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"2830 UPTON ST NW, WASHINGTON DC, 20008","2830 UPTON ST NW"," WASHINGTON DC"," 20008",38.941889,-77.057941,1,rooftop,"2830 Upton St NW",,"Washington, DC 20008",2830,"Upton St NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"2211 38TH ST NW, WASHINGTON DC, 20007","2211 38TH ST NW"," WASHINGTON DC"," 20007",38.91966,-77.075805,1,rooftop,"2211 38th St NW",,"Washington, DC 20007",2211,"38th St NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"5616 1ST ST NW, WASHINGTON DC, 20011","5616 1ST ST NW"," WASHINGTON DC"," 20011",38.958247,-77.011863,1,rooftop,"5616 1st St NW",,"Washington, DC 20011",5616,"1st St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"4400 6TH PL NE, WASHINGTON DC, 20017","4400 6TH PL NE"," WASHINGTON DC"," 20017",38.942775,-76.99756,1,rooftop,"4400 6th Pl NE",,"Washington, DC 20017",4400,"6th Pl NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"1423 TOBIAS DR SE, WASHINGTON DC, 20020","1423 TOBIAS DR SE"," WASHINGTON DC"," 20020",38.850114,-76.98344,1,rooftop,"1423 Tobias Dr SE",,"Washington, DC 20020",1423,"Tobias Dr SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"1765 VERBENA ST NW, WASHINGTON DC, 20012","1765 VERBENA ST NW"," WASHINGTON DC"," 20012",38.99408,-77.039274,1,rooftop,"1765 Verbena St NW",,"Washington, DC 20012",1765,"Verbena St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"3101 WISCONSIN AVE NW, WASHINGTON DC, 20016","3101 WISCONSIN AVE NW"," WASHINGTON DC"," 20016",38.93059,-77.070831,1,rooftop,"3101 Wisconsin Ave NW",,"Washington, DC 20016",3101,"Wisconsin Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"1631 EUCLID ST NW, WASHINGTON DC, 20009","1631 EUCLID ST NW"," WASHINGTON DC"," 20009",38.923472,-77.038044,1,rooftop,"1631 Euclid St NW",,"Washington, DC 20009",1631,"Euclid St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"5118 12TH ST NE, WASHINGTON DC, 20011","5118 12TH ST NE"," WASHINGTON DC"," 20011",38.954258,-76.989974,1,rooftop,"5118 12th St NE",,"Washington, DC 20011",5118,"12th St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"451 OAKWOOD ST SE, WASHINGTON DC, 20032","451 OAKWOOD ST SE"," WASHINGTON DC"," 20032",38.846381,-77.002143,1,rooftop,"451 Oakwood St SE",,"Washington, DC 20032",451,"Oakwood St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"2712 KNOX TER SE, WASHINGTON DC, 20020","2712 KNOX TER SE"," WASHINGTON DC"," 20020",38.853794,-76.967918,1,rooftop,"2712 Knox Ter SE",,"Washington, DC 20020",2712,"Knox Ter SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"3009 DOUGLAS ST NE, WASHINGTON DC, 20018","3009 DOUGLAS ST NE"," WASHINGTON DC"," 20018",38.923233,-76.965746,1,rooftop,"3009 Douglas St NE",,"Washington, DC 20018",3009,"Douglas St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"1644 L ST NE, WASHINGTON DC, 20002","1644 L ST NE"," WASHINGTON DC"," 20002",38.903881,-76.980139,1,rooftop,"1644 L St NE",,"Washington, DC 20002",1644,"L St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1937 PARK RD NW, WASHINGTON DC, 20010","1937 PARK RD NW"," WASHINGTON DC"," 20010",38.933594,-77.045323,1,rooftop,"1937 Park Rd NW",,"Washington, DC 20010",1937,"Park Rd NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"238 MADISON ST NW, WASHINGTON DC, 20011","238 MADISON ST NW"," WASHINGTON DC"," 20011",38.958547,-77.015408,1,rooftop,"238 Madison St NW",,"Washington, DC 20011",238,"Madison St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"5609 33RD ST NW, WASHINGTON DC, 20015","5609 33RD ST NW"," WASHINGTON DC"," 20015",38.965317,-77.066141,1,rooftop,"5609 33rd St NW",,"Washington, DC 20015",5609,"33rd St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"731 CROISSANT PL SE, WASHINGTON DC, 20019","731 CROISSANT PL SE"," WASHINGTON DC"," 20019",38.879176,-76.962515,1,rooftop,"731 Croissant Pl SE",,"Washington, DC 20019",731,"Croissant Pl SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"500 PEABODY ST NE, WASHINGTON DC, 20011","500 PEABODY ST NE"," WASHINGTON DC"," 20011",38.962915,-76.999977,1,rooftop,"500 Peabody St NE",,"Washington, DC 20011",500,"Peabody St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1223 42ND ST SE 31, WASHINGTON DC, 20020","1223 42ND ST SE 31"," WASHINGTON DC"," 20020",38.869527,-76.94367,1,rooftop,"1223 42nd St SE",31,"Washington, DC 20020",1223,"42nd St SE",,31,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"4943 FITCH PL NE, WASHINGTON DC, 20019","4943 FITCH PL NE"," WASHINGTON DC"," 20019",38.896144,-76.930129,1,rooftop,"4943 Fitch Pl NE",,"Washington, DC 20019",4943,"Fitch Pl NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"301 NICHOLSON ST NE, WASHINGTON DC, 20011","301 NICHOLSON ST NE"," WASHINGTON DC"," 20011",38.960353,-77.002575,1,rooftop,"301 Nicholson St NE",,"Washington, DC 20011",301,"Nicholson St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1832 TUBMAN RD SE, WASHINGTON DC, 20020","1832 TUBMAN RD SE"," WASHINGTON DC"," 20020",38.849425,-76.978726,1,rooftop,"1832 Tubman Rd SE",,"Washington, DC 20020",1832,"Tubman Rd SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"3750 HAREWOOD RD NE, WASHINGTON DC, 20017","3750 HAREWOOD RD NE"," WASHINGTON DC"," 20017",38.93615,-77.00237,1,rooftop,"3750 Harewood Rd NE",,"Washington, DC 20017",3750,"Harewood Rd NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"2700 30TH ST NE, WASHINGTON DC, 20018","2700 30TH ST NE"," WASHINGTON DC"," 20018",38.924695,-76.966743,1,rooftop,"2700 30th St NE",,"Washington, DC 20018",2700,"30th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"1302 EASTERN AVE NE, WASHINGTON DC, 20019","1302 EASTERN AVE NE"," WASHINGTON DC"," 20019",38.907772,-76.928804,1,rooftop,"1302 Eastern Ave NE",,"Washington, DC 20019",1302,"Eastern Ave NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"3129 PATTERSON ST NW, WASHINGTON DC, 20015","3129 PATTERSON ST NW"," WASHINGTON DC"," 20015",38.967835,-77.062283,1,rooftop,"3129 Patterson St NW",,"Washington, DC 20015",3129,"Patterson St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"812 RHODE ISLAND AVE NW, WASHINGTON DC, 20001","812 RHODE ISLAND AVE NW"," WASHINGTON DC"," 20001",38.9115,-77.023632,1,rooftop,"812 Rhode Island Ave NW",,"Washington, DC 20001",812,"Rhode Island Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"5026 KIMI GRAY CT SE, WASHINGTON DC, 20019","5026 KIMI GRAY CT SE"," WASHINGTON DC"," 20019",38.881659,-76.930776,1,rooftop,"5026 Kimi Gray Ct SE",,"Washington, DC 20019",5026,"Kimi Gray Ct SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1225 JACKSON ST NE, WASHINGTON DC, 20017","1225 JACKSON ST NE"," WASHINGTON DC"," 20017",38.929421,-76.989821,1,rooftop,"1225 Jackson St NE",,"Washington, DC 20017",1225,"Jackson St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"448 BUCHANAN ST NW, WASHINGTON DC, 20011","448 BUCHANAN ST NW"," WASHINGTON DC"," 20011",38.946168,-77.019145,1,rooftop,"448 Buchanan St NW",,"Washington, DC 20011",448,"Buchanan St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1327 FLORIDA AVE NW, WASHINGTON DC, 20009","1327 FLORIDA AVE NW"," WASHINGTON DC"," 20009",38.92053,-77.030575,1,rooftop,"1327 Florida Ave NW",,"Washington, DC 20009",1327,"Florida Ave NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"208 33RD ST NE, WASHINGTON DC, 20019","208 33RD ST NE"," WASHINGTON DC"," 20019",38.892342,-76.96037,1,rooftop,"208 33rd St NE",,"Washington, DC 20019",208,"33rd St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4736 BENNING RD SE, WASHINGTON DC, 20019","4736 BENNING RD SE"," WASHINGTON DC"," 20019",38.8826,-76.93343,1,rooftop,"4736 Benning Rd SE",,"Washington, DC 20019",4736,"Benning Rd SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4736 BENNING RD SE, WASHINGTON DC, 20019","4736 BENNING RD SE"," WASHINGTON DC"," 20019",38.8826,-76.93343,1,rooftop,"4736 Benning Rd SE",,"Washington, DC 20019",4736,"Benning Rd SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"218 UPSHUR ST NW, WASHINGTON DC, 20011","218 UPSHUR ST NW"," WASHINGTON DC"," 20011",38.941995,-77.014642,1,rooftop,"218 Upshur St NW",,"Washington, DC 20011",218,"Upshur St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2837 MONROE ST NE, WASHINGTON DC, 20018","2837 MONROE ST NE"," WASHINGTON DC"," 20018",38.932683,-76.966815,1,rooftop,"2837 Monroe St NE",,"Washington, DC 20018",2837,"Monroe St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"4120 ARKANSAS AVE NW, WASHINGTON DC, 20011","4120 ARKANSAS AVE NW"," WASHINGTON DC"," 20011",38.941055,-77.035015,1,rooftop,"4120 Arkansas Ave NW",,"Washington, DC 20011",4120,"Arkansas Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2216 OTIS ST NE, WASHINGTON DC, 20018","2216 OTIS ST NE"," WASHINGTON DC"," 20018",38.935271,-76.973304,1,rooftop,"2216 Otis St NE",,"Washington, DC 20018",2216,"Otis St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"3101 WISCONSIN AVE NW, WASHINGTON DC, 20016","3101 WISCONSIN AVE NW"," WASHINGTON DC"," 20016",38.93059,-77.070831,1,rooftop,"3101 Wisconsin Ave NW",,"Washington, DC 20016",3101,"Wisconsin Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"725 T ST NW, WASHINGTON DC, 20001","725 T ST NW"," WASHINGTON DC"," 20001",38.915746,-77.022708,1,rooftop,"725 T St NW",,"Washington, DC 20001",725,"T St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"621 GALLATIN ST NW, WASHINGTON DC, 20011","621 GALLATIN ST NW"," WASHINGTON DC"," 20011",38.952255,-77.020935,1,rooftop,"621 Gallatin St NW",,"Washington, DC 20011",621,"Gallatin St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"4750 BENNING RD SE, WASHINGTON DC, 20019","4750 BENNING RD SE"," WASHINGTON DC"," 20019",38.883563,-76.932159,1,rooftop,"4750 Benning Rd SE",,"Washington, DC 20019",4750,"Benning Rd SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4636 HUNT PL NE, WASHINGTON DC, 20019","4636 HUNT PL NE"," WASHINGTON DC"," 20019",38.900867,-76.934867,1,rooftop,"4636 Hunt Pl NE",,"Washington, DC 20019",4636,"Hunt Pl NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
