"year","ISSUE_DATE","PERMIT_SUBTYPE_NAME","DESC_OF_WORK","FULL_ADDRESS","street","zip"
2024,"2024/09/10 04:00:00+00","SOLAR SYSTEM","To install 4.8kW size of solar panels on roof ofbuilding.","1815 OTIS ST NE, WASHINGTON, DC 20018","1815 OTIS ST NE","20018"
2024,"2024/09/10 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A  4.85KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","5053 JAY ST NE, WASHINGTON, DC 20019","5053 JAY ST NE","20019"
2024,"2024/09/10 04:00:00+00","SOLAR SYSTEM","Installation of 20 SunPower 400-watt AC panels (8.0 kW) with integrated micro-inverters, roof mounted, flush.","4607 CLARK PL NW, WASHINGTON, DC 20007","4607 CLARK PL NW","20007"
2024,"2024/09/12 04:00:00+00","SOLAR SYSTEM","To install 7.6kW size of solar panels on roof of building.","1413 WEST VIRGINIA AVE NE, WASHINGTON, DC 20002","1413 WEST VIRGINIA AVE NE","20002"
2024,"2024/09/12 04:00:00+00","SOLAR SYSTEM","To install 14kW size of solar panels on roof ofbuilding.","5408 GALENA PL NW, WASHINGTON, DC 20016","5408 GALENA PL NW","20016"
2024,"2024/06/11 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 10.000 kW SYSTEM DC SIZE @ STC: 10.800 kW
(27) CANADIAN SOLAR CS6R-400MS-HL
(1) SOLAR EDGE SE 11400H-US (10.0KW @208V)","1963 VALLEY TER SE, WASHINGTON, DC 20032","1963 VALLEY TER SE","20032"
2024,"2024/06/11 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 7.600 kW SYSTEM DC SIZE @ STC: 11.200 kW
(28) CANADIAN SOLAR CS6R-400MS-HL
(1) SOLAR EDGE SE7600H-US (240V)","4506 NANNIE HELEN BURROUGHS AVE NE, WASHINGTON, DC 20019","4506 NANNIE HELEN BURROUGHS AVE NE","20019"
2024,"2024/06/11 04:00:00+00","SOLAR SYSTEM","To install 5.6kW size of solar panels with a system height of 1.4 feet on roof of building.","2013 NAYLOR RD SE, WASHINGTON, DC 20020","2013 NAYLOR RD SE","20020"
2024,"2024/06/11 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 10.000 kW SYSTEM DC SIZE @ STC: 14.000 kW
(35) CANADIAN SOLAR CS6R-400MS-HL
(1) SOLAR EDGE SE10000H-US (240V)","1416 LONGFELLOW ST NW, WASHINGTON, DC 20011","1416 LONGFELLOW ST NW","20011"
2024,"2024/06/11 04:00:00+00","SOLAR SYSTEM","Install (14) roof mounted solar panels, 5.60 kW","5601 CHILLUM PL NE, WASHINGTON, DC 20011","5601 CHILLUM PL NE","20011"
2024,"2024/06/11 04:00:00+00","SOLAR SYSTEM","construction of a grid tied Solar System, Installed capacity of 123.75 kWp (DC) / 100 kW (AC), roof ballasted system","4272 7TH ST SE, WASHINGTON, DC 20032","4272 7TH ST SE","20032"
2024,"2024/09/17 04:00:00+00","SOLAR SYSTEM","To install 6.4kW size of solar panels on roof of building.","55 ELMIRA ST SW, WASHINGTON, DC 20032","55 ELMIRA ST SW","20032"
2024,"2024/09/17 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 5.832 kW System DC Size @ STC: 7.380 kW
(18) ZNSHINE SOLAR ZXM7-SH180-410/M SOLAR MODULES
(18) ENPHASE IQ8M-72-2-US MICRO-INVERTERS (RGM CERTIFIED)","904 45TH PL NE, WASHINGTON, DC 20019","904 45TH PL NE","20019"
2024,"2024/09/17 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","37 UNDERWOOD ST NW, WASHINGTON, DC 20012","37 UNDERWOOD ST NW","20012"
2024,"2024/06/06 04:00:00+00","SOLAR SYSTEM","This is a roof mounted solar installation of 11.9 KW DC. 
SOLAR MODULES: 28 x QCELLS Q.TRON BLK M-G2+ 425 - 425W MODULES
INVERTER(S): 28 x - ENPHASE - IQ8M-72-2-US MICROINVERTERS
RACKING: SnapNrack UR40","3747 HUNTINGTON ST NW, WASHINGTON, DC 20015","3747 HUNTINGTON ST NW","20015"
2024,"2024/06/06 04:00:00+00","SOLAR SYSTEM","roof top solar installation 23 400w panels","3105 13TH ST NE, WASHINGTON, DC 20017","3105 13TH ST NE","20017"
2024,"2024/06/06 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 5.000 kW SYSTEM DC SIZE @ STC: 6.440 kW
(14) SEG SOLAR SEG 460-BMB-TB
(1) SOLAR EDGE SE5000H-US (240V)","920 EUCLID ST NW, WASHINGTON, DC 20001","920 EUCLID ST NW","20001"
2024,"2024/11/12 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 7.776 kW SYSTEM DC SIZE @ STC: 9.840 kW
(24) ZNSHINE SOLAR ZXM7-SH108 410W
(24) ENPHASE IQ8M-72-2-US (RGM CERTIFIED)","5317 HAYES ST NE, WASHINGTON, DC 20019","5317 HAYES ST NE","20019"
2024,"2024/11/12 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 4.536 kW SYSTEM DC SIZE @ STC: 5.740 kW
(14) ZNSHINE SOLAR ZXM7-SH108 410W
(14) ENPHASE IQ8M-72-2-US (RGM CERTIFIED)","228 14TH PL NE, WASHINGTON, DC 20002","228 14TH PL NE","20002"
2024,"2024/11/12 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
System AC Size @ STC: 11.340 kW System DC Size @ STC: 14.350 kW 
(35) ZNSHINE SOLAR ZXM7-SH108-410/M SOLAR MODULES
(35) ENPHASE IQ8M-72-2-US MICRO-INVERTERS (RGM CERTIFIED)","5020 LEE ST NE, WASHINGTON, DC 20019","5020 LEE ST NE","20019"
2024,"2024/11/12 05:00:00+00","SOLAR SYSTEM","We are putting a revision against our approved permit (SOL2402734). The new details for the roof-mounted solar are as following:
5.74 KWDC
14 x HYUNDAI HIS-S410YH(BK) MODULES
14 x ENPHASE IQ8A-72-2-US (240V) MICROINVERTER","4400 DOUGLAS ST NE, WASHINGTON, DC 20019","4400 DOUGLAS ST NE","20019"
2024,"2024/11/12 05:00:00+00","SOLAR SYSTEM","Install (27) roof mounted solar panels, 11.47 kW","6815 9TH ST NW, WASHINGTON, DC 20012","6815 9TH ST NW","20012"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","555 14TH ST SE, WASHINGTON, DC 20003","555 14TH ST SE","20003"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 4.860 kW SYSTEM DC SIZE @ STC: 6.150 kW
(15) ZNSHINE SOLAR ZXM7-SH108 410W
(15) ENPHASE IQ8M-72-2-US (RGM CERTIFIED)","119 TRENTON PL SE, WASHINGTON, DC 20032","119 TRENTON PL SE","20032"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Roof-Mounted Solar Panels Installation with following details:
System Size: 8.01 KW DC
18 x URE FBM445M7G-BB-445W MODULES
1 x SOLAREDGE SE7600H-US INVERTER
18 x SOLAREDGE POWER OPTIMIZER S500","1367 NEWTON ST NW, WASHINGTON, DC 20010","1367 NEWTON ST NW","20010"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","INSTALL 11 ROOF MOUNTED SOLAR PANELS AT 4.73 KW","2503 HURSTON LN NE, WASHINGTON, DC 20018","2503 HURSTON LN NE","20018"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 7.38KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","1717 MONTELLO AVE NE, WASHINGTON, DC 20002","1717 MONTELLO AVE NE","20002"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Historic District


Solar panel install on roof.","2123 15TH ST SE, WASHINGTON, DC 20020","2123 15TH ST SE","20020"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 5.184 kW SYSTEM DC SIZE @ STC: 6.560 kW
(16) ZNSHINE SOLAR ZXM7-SH108 410W
(16) ENPHASE IQ8M-72-2-US (RGM CERTIFIED)","4420 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20011","4420 NEW HAMPSHIRE AVE NW","20011"
2024,"2024/10/07 04:00:00+00","SOLAR SYSTEM","We are installing a roof-mounted solar system with following details:
14.24 KW DC
32 x URECO FBM445M7G-BB (445W) MODULES
1 x SOLAREDGE SE10000H-US INVERTER
32 x SOLAREDGE POWER OPTIMIZER S500B","4908 9TH ST NW, WASHINGTON, DC 20011","4908 9TH ST NW","20011"
2024,"2024/10/04 04:00:00+00","SOLAR SYSTEM","Installation of a 9.66kW roof-mounted solar PV system with 21 REC 460W panels","2914 12TH ST NE, WASHINGTON, DC 20017","2914 12TH ST NE","20017"
2024,"2024/10/09 04:00:00+00","SOLAR SYSTEM","To install 8.505kW size of solar panels on roof ofbuilding.","1828 BURKE ST SE, WASHINGTON, DC 20003","1828 BURKE ST SE","20003"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","Solar panels installation of AC system size 5.0 KW and DC system size 7.20 KW on roof.","809 LONGFELLOW ST NW, WASHINGTON, DC 20011","809 LONGFELLOW ST NW","20011"
2024,"2024/11/08 05:00:00+00","SOLAR SYSTEM","Solar install on roof.","1810 M ST NE, WASHINGTON, DC 20002","1810 M ST NE","20002"
2024,"2024/11/08 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 6.804 kW SYSTEM DC SIZE @ STC: 8.610 kW
(21) ZNSHINE SOLAR ZXM7-SH108 410W
(21) ENPHASE IQ8M-72-2-US (RGM CERTIFIED)","3253 FORT LINCOLN DR NE, WASHINGTON, DC 20018","3253 FORT LINCOLN DR NE","20018"
2024,"2024/11/08 05:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","17 GIRARD ST NE, WASHINGTON, DC 20002","17 GIRARD ST NE","20002"
2024,"2024/10/04 04:00:00+00","SOLAR SYSTEM","To install 4.8kW size of solar panels on roof ofbuilding.","3409 25TH ST SE, WASHINGTON, DC 20020","3409 25TH ST SE","20020"
2024,"2024/10/09 04:00:00+00","SOLAR SYSTEM","Roof mounted PV solar system install of 14.8kW DC","1319 FERN ST NW, WASHINGTON, DC 20012","1319 FERN ST NW","20012"
2024,"2024/10/09 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","1506 POTOMAC AVE SE, WASHINGTON, DC 20003","1506 POTOMAC AVE SE","20003"
2024,"2024/10/02 04:00:00+00","SOLAR SYSTEM","To install 6.885kW size of solar panels on roof ofbuilding.","2329 15TH PL SE, WASHINGTON, DC 20020","2329 15TH PL SE","20020"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","Construction of a Roof-Mounted Solar System  11.07 kWp DC / 10.00 kW AC","1427 TAYLOR ST NW, WASHINGTON, DC 20011","1427 TAYLOR ST NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","To install 4.86kW size of solar panels on roof ofbuilding.","202 BEACON PL NE, WASHINGTON, DC 20011","202 BEACON PL NE","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","5142 7TH ST NE, WASHINGTON, DC 20011","5142 7TH ST NE","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Roof mounted PV Solar system install of 7.2kW DC","709 SHERIDAN ST NW, WASHINGTON, DC 20011","709 SHERIDAN ST NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Construction of a Roof-Mounted Solar System of 5.56 kWp DC / 6.00 kW AC","1205 FLORAL ST NW, WASHINGTON, DC 20012","1205 FLORAL ST NW","20012"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","We are installing a roof-mounted solar system with following details:
10.63 KWDC
25 x TRINA SOLAR (TSM-425NE09RC.05) 425W MODULES
25 x ENPHASE IQ8A-72-2-US (240V) MICROINVERTERS","5211 KANSAS AVE NW, WASHINGTON, DC 20011","5211 KANSAS AVE NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","4932 JAY ST NE, WASHINGTON, DC 20019","4932 JAY ST NE","20019"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Installation of a 8.5 kW roof-mount PV system, consisting of 20 solar modules","724 OTIS PL NW, WASHINGTON, DC 20010","724 OTIS PL NW","20010"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Installation of a new, roof-mounted Solar photovoltaic electric system, sized at 6.56kW(16 x SEG 410W Solar Panels)","4200 14TH ST NW, WASHINGTON, DC 20011","4200 14TH ST NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 5.508 kW SYSTEM DC SIZE @ STC: 6.970 kW
(17) ZNSHINE SOLAR ZXM7-SH108 410W
(17) ENPHASE IQ8M-72-2-US (RGM CERTIFIED)","3717 HORNER PL SE, WASHINGTON, DC 20032","3717 HORNER PL SE","20032"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Construction of a roof-mounted solar system 6.56 kWp DC / 5.0 kW AC","1015 8TH ST NE, WASHINGTON, DC 20002","1015 8TH ST NE","20002"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","WE are installing a roof-mounted solar system with following details:
10.66 KW DC
26 x HYUNDAI HIE-S410VG 410W
1 x SOLAREDGE SE10000H-US INVERTER
26 x SOLAREDGE POWER OPTIMIZER P500","1519 TANNER ST SE, WASHINGTON, DC 20020","1519 TANNER ST SE","20020"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","4412 KANSAS AVE NW, WASHINGTON, DC 20011","4412 KANSAS AVE NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Install a roof mounted solar pv system.","1600 MORRIS RD SE, WASHINGTON, DC 20020","1600 MORRIS RD SE","20020"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","roof top solar installation 21 400w panels","810 48TH ST NE, WASHINGTON, DC 20019","810 48TH ST NE","20019"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 5.33KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","1900 TREMONT ST SE, WASHINGTON, DC 20020","1900 TREMONT ST SE","20020"
2024,"2024/10/03 04:00:00+00","SOLAR SYSTEM","Historic District


This is a roof mounted pv solar instalation of 9.02 KW.
SOLAR MODULES: 22 x Q CELLS 410 Q.PEAK DUO BLK ML-G10+ - 410W MODULES
INVERTER(S): 22 x - ENPHASE - IQ8PLUS-72-2-US MICROINVERTERS
RACKING: OMG (Flush mount)
EXTRA: 1x SPAN PANEL","717 NORTH CAROLINA AVE SE, WASHINGTON, DC 20003","717 NORTH CAROLINA AVE SE","20003"
2024,"2024/10/08 04:00:00+00","SOLAR SYSTEM","roof top solar installation 50 400w panels","1109 QUEEN ST NE, WASHINGTON, DC 20002","1109 QUEEN ST NE","20002"
2024,"2024/10/03 04:00:00+00","SOLAR SYSTEM","Historic District

Solar panel install on roof.","805 C ST NE, WASHINGTON, DC 20002","805 C ST NE","20002"
2024,"2024/10/07 04:00:00+00","SOLAR SYSTEM","Roof mounted PV solar system install of 9.2 kW DC","214 Q ST NW, WASHINGTON, DC 20001","214 Q ST NW","20001"
2024,"2024/10/08 04:00:00+00","SOLAR SYSTEM","INSTALL 14 ROOF MOUNTED SOLAR PANELS AT 6.02 KW","6223 30TH ST NW, WASHINGTON, DC 20015","6223 30TH ST NW","20015"
2024,"2024/10/03 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","3611 WARDER ST NW, WASHINGTON, DC 20010","3611 WARDER ST NW","20010"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 12.3KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","212 T ST NE, WASHINGTON, DC 20002","212 T ST NE","20002"
2024,"2024/10/02 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","607 FORRESTER ST SE, WASHINGTON, DC 20032","607 FORRESTER ST SE","20032"
2024,"2024/10/09 04:00:00+00","SOLAR SYSTEM","Construction of a Roof-Mounted Solar System  4.92 kWp DC / 3.80 kW AC","3000 24TH PL SE, WASHINGTON, DC 20020","3000 24TH PL SE","20020"
2024,"2024/10/09 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 7.776 kW SYSTEM DC SIZE @ STC: 9.840 kW
(24) ZNSHINE SOLAR ZXM7-SH108 410W
(24) ENPHASE IQ8M-72-2-US (RGM CERTIFIED)","3918 C ST SE, WASHINGTON, DC 20019","3918 C ST SE","20019"
2024,"2024/10/09 04:00:00+00","SOLAR SYSTEM","Construction of a roof-mounted Photovoltaic Solar system 11.89 kWp DC / 10.00 kW AC","223 45TH ST NE, WASHINGTON, DC 20019","223 45TH ST NE","20019"
2024,"2024/10/08 04:00:00+00","SOLAR SYSTEM","roof top solar installation 23 400w panels","648 FRANKLIN ST NE, WASHINGTON, DC 20017","648 FRANKLIN ST NE","20017"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","1927 BUNKER HILL RD NE, WASHINGTON, DC 20018","1927 BUNKER HILL RD NE","20018"
2024,"2024/10/07 04:00:00+00","SOLAR SYSTEM","INSTALL 13 ROOF MOUNTED SOLAR PANELS AT 5.33 KW","1324 SHERIDAN ST NW, WASHINGTON, DC 20011","1324 SHERIDAN ST NW","20011"
2024,"2024/10/02 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","136 URELL PL NE, WASHINGTON, DC 20011","136 URELL PL NE","20011"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 4.92KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","110 35TH ST NE, WASHINGTON, DC 20019","110 35TH ST NE","20019"
2024,"2024/10/07 04:00:00+00","SOLAR SYSTEM","INSTALL 10 ROOF MOUNTED SOLAR PANELS AT 4.3 KW","4808 BASS PL SE, WASHINGTON, DC 20019","4808 BASS PL SE","20019"
2024,"2024/10/02 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","3462 23RD ST SE, WASHINGTON, DC 20020","3462 23RD ST SE","20020"
2024,"2024/10/09 04:00:00+00","SOLAR SYSTEM","INSTALL 11 ROOF MOUNTED SOLAR PANELS AT 4.73 KW","637 PARKSIDE PL NE, WASHINGTON, DC 20019","637 PARKSIDE PL NE","20019"
2024,"2024/10/07 04:00:00+00","SOLAR SYSTEM","To install 7.29kW size of solar panels on roof ofbuilding.","5906 8TH ST NE, WASHINGTON, DC 20011","5906 8TH ST NE","20011"
2024,"2024/10/03 04:00:00+00","SOLAR SYSTEM","To install 10.53kW size of solar panels on roof ofbuilding.","1319 EMERSON ST NW, WASHINGTON, DC 20011","1319 EMERSON ST NW","20011"
2024,"2024/10/04 04:00:00+00","SOLAR SYSTEM","Commission of Fine Arts jurisdiction area


Installation of a 13.12kW roof-mounted solar PV system with 32 SEG 410W panels","8226 WEST BEACH DR NW, WASHINGTON, DC 20012","8226 WEST BEACH DR NW","20012"
2024,"2024/10/08 04:00:00+00","SOLAR SYSTEM","To install 9.2kW size of solar panels on roof of building.","2320 33RD ST SE, WASHINGTON, DC 20020","2320 33RD ST SE","20020"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","Installation of a 125.62kWdc rooftop solar (PV) array.","1909 K ST NW, WASHINGTON, DC 20006","1909 K ST NW","20006"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","Installation of (15) SunPower 350-watt AC panels (5.25 kW) with integrated micro-inverters, roof mounted, flush.","1235 WYNTON PL NE, WASHINGTON, DC 20017","1235 WYNTON PL NE","20017"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","Installation of 18 roof mounted solar panels","3109 WALNUT ST NE, WASHINGTON, DC 20018","3109 WALNUT ST NE","20018"
2024,"2024/10/10 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 9.43KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","821 H R DR SE, WASHINGTON, DC 20032","821 H R DR SE","20032"
2024,"2024/08/26 04:00:00+00","SOLAR SYSTEM","To install 6.8kW size of solar panels on roof ofbuilding.","5221 CLOUD PL NE, WASHINGTON, DC 20019","5221 CLOUD PL NE","20019"
2024,"2024/08/27 04:00:00+00","SOLAR SYSTEM","roof top solar installation 20 400w panels","5914 8TH ST NE, WASHINGTON, DC 20011","5914 8TH ST NE","20011"
2024,"2024/08/26 04:00:00+00","SOLAR SYSTEM","To install 6kW size of solar panels on roof of building. DCSEUSfA2024SF","5510 2ND ST NW, WASHINGTON, DC 20011","5510 2ND ST NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 10.66KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","5022 C ST SE, WASHINGTON, DC 20019","5022 C ST SE","20019"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID ROOF MOUNTED INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 3.800 kW SYSTEM DC SIZE @ STC: 5.740 kW
(14) ZNSHINE SOLAR ZXM7-SH108 410W
(1) SOLAR EDGE SE3800H-US (240V)","625 NICHOLSON ST NW, WASHINGTON, DC 20011","625 NICHOLSON ST NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Solar panel install on roof.","1325 RITTENHOUSE ST NW, WASHINGTON, DC 20011","1325 RITTENHOUSE ST NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","To install 7.2kW size of solar panels on roof ofbuilding.","5920 2ND ST NW, WASHINGTON, DC 20011","5920 2ND ST NW","20011"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","We are installing a roof-mounted solar system with following details:
5.74 KW DC
14 x HYUNDAI HIE-S410VG 410W MODULES
1 x SOLAREDGE SE6000H-US INVERTER
14 x SOLAREDGE POWER OPTIMIZER P505","1307 46TH ST SE, WASHINGTON, DC 20019","1307 46TH ST SE","20019"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Installation of a 20-module, 8.6kW Roof-Mounted Solar (PV) System - microinverters","3065 CLINTON ST NE, WASHINGTON, DC 20018","3065 CLINTON ST NE","20018"
2024,"2024/09/23 04:00:00+00","SOLAR SYSTEM","Installation of a 10.19 kW roof-mount PV system, consisting of 21 solar modules.","71 O ST NW, WASHINGTON, DC 20001","71 O ST NW","20001"
2024,"2024/08/27 04:00:00+00","SOLAR SYSTEM","Historic District


THE PROJECT SCOPE INCLUDES THE INSTALLATION OF A 13.58KW DC RATED GRID-TIED PHOTOVOLTAIC SYSTEM. THE INSTALLATION CONSISTS OF A RAILED, ROOF MOUNTED SOLAR ARRAY, INVERTERS AND RELATED ELECTRICAL METERING AND SAFTY EQUIPMENT WILL BE INSTALLED AS REQUIRED BY APPLICABLE CODES AND THE LOCAL UTILITY COMPANY. DURING DAYLIGHT HOURS, THIS PV SYSTEM (SOLAR ELECTRIC) WILL PROVIDE ELECTRICITY IN PARALLEL WITH THE LOCAL UTILITY SERVICE PROVIDER.","1948 3RD ST NW, WASHINGTON, DC 20001","1948 3RD ST NW","20001"
